,going_out,gender,age,country,area,100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers	(a.k.a._mary_janes),any_full-sized_candy_bar,black_jacks,bonkers_(the_candy),bonkers_(the_board_game),bottle_caps,box'o'raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,"cash,_or_other_forms_of_legal_tender",chardonnay,chick-o-sticks_(we_don’t_know_what_that_is),chiclets,coffee_crisp,creepy_religious_comics/chick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n'_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hershey's_dark_chocolate,hershey’s_milk_chocolate,hershey's_kisses,hugs_(actual_physical_hugs),jolly_rancher_(bad_flavor),jolly_ranchers_(good_flavor),joyjoy_(mit_iodine!),junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffytaffy,lemonheads,licorice_(not_black),licorice_(yes_black),lindt_truffle,lollipops,mars,maynards,mike_and_ike,milk_duds,milky_way,regular_m&ms,peanut_m&m’s,blue_m&m's,red_m&m's,green_party_m&m's,independent_m&m's,abstained_from_m&m'ing.,minibags_of_chips,mint_kisses,mint_juleps,mr._goodbar,necco_wafers,nerds,nestle_crunch,now'n'laters,peeps,pencils,pixy_stix,real_housewives_of_orange_county_season_9_blue-ray,reese’s_peanut_butter_cups,reese's_pieces,reggie_jackson_bar,rolos,sandwich-sized_bags_filled_with_booberry_crunch,skittles,smarties_(american),smarties_(commonwealth),snickers,sourpatch_kids_(i.e._abominations_of_nature),spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_(a_friend_to_diabetes),take_5,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,"vials_of_pure_high_fructose_corn_syrup,_for_main-lining_into_your_vein",vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties,dress,day
901,No,female,53,usa,west virginia,joy,meh,joy,despair,despair,despair,despair,despair,despair,joy,meh,joy,despair,meh,joy,joy,joy,meh,joy,despair,joy,despair,meh,despair,despair,despair,meh,meh,despair,joy,meh,meh,joy,joy,meh,meh,meh,meh,joy,despair,joy,despair,despair,despair,meh,meh,meh,joy,despair,joy,meh,joy,despair,meh,joy,joy,joy,joy,joy,joy,joy,joy,despair,joy,meh,joy,joy,despair,despair,joy,meh,meh,despair,meh,despair,joy,joy,despair,meh,despair,joy,joy,joy,joy,meh,despair,joy,joy,meh,despair,joy,despair,despair,joy,joy,meh,joy,despair,despair,meh,despair,meh,joy,Blue and black,Sunday
902,No,female,41,usa,pennsylvania,meh,meh,joy,despair,meh,meh,meh,meh,meh,joy,joy,despair,despair,joy,joy,joy,meh,meh,meh,despair,despair,meh,joy,meh,despair,joy,meh,meh,meh,meh,meh,meh,joy,joy,despair,meh,meh,meh,joy,despair,despair,despair,despair,joy,joy,meh,meh,despair,meh,joy,joy,joy,despair,meh,joy,joy,joy,meh,meh,meh,meh,meh,meh,meh,despair,despair,meh,despair,meh,joy,meh,despair,meh,meh,despair,meh,meh,meh,joy,despair,despair,despair,despair,meh,despair,despair,despair,despair,meh,despair,despair,despair,despair,joy,joy,meh,joy,despair,joy,despair,despair,despair,despair,White and gold,Friday
903,No,male,57,usa,pennsylvania,joy,despair,joy,meh,meh,meh,despair,despair,despair,meh,joy,despair,despair,joy,joy,joy,meh,meh,despair,despair,despair,meh,joy,meh,meh,meh,meh,meh,despair,meh,meh,despair,meh,joy,joy,meh,despair,meh,meh,meh,joy,meh,despair,meh,joy,despair,meh,meh,meh,joy,despair,meh,meh,meh,meh,joy,joy,meh,joy,joy,joy,meh,meh,meh,meh,joy,meh,despair,meh,meh,joy,meh,despair,meh,despair,joy,meh,meh,meh,despair,despair,despair,despair,joy,meh,despair,meh,despair,joy,despair,meh,meh,despair,joy,joy,despair,joy,despair,joy,joy,despair,despair,joy,Blue and black,Sunday
904,No,male,41,usa,california,joy,meh,joy,joy,meh,despair,meh,meh,despair,joy,meh,meh,meh,joy,meh,joy,meh,meh,joy,despair,despair,meh,joy,joy,despair,meh,despair,joy,despair,joy,meh,despair,joy,joy,joy,joy,despair,despair,meh,meh,joy,meh,despair,meh,joy,meh,joy,meh,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,meh,meh,meh,meh,meh,despair,joy,meh,joy,meh,meh,joy,meh,meh,meh,meh,despair,joy,meh,meh,meh,despair,meh,meh,joy,joy,meh,despair,meh,meh,despair,meh,meh,meh,meh,joy,joy,despair,meh,despair,despair,meh,despair,despair,joy,Blue and black,Sunday
905,No,female,17,usa,tennessee,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
906,No,i'd rather not say,30,usa,new york,joy,meh,joy,meh,meh,meh,despair,despair,despair,meh,despair,despair,despair,joy,joy,joy,meh,despair,joy,joy,despair,meh,joy,meh,despair,meh,joy,joy,despair,joy,joy,meh,joy,meh,despair,despair,despair,meh,joy,meh,joy,despair,despair,despair,joy,joy,meh,meh,meh,joy,meh,joy,meh,meh,joy,joy,meh,joy,meh,meh,meh,meh,joy,meh,meh,joy,joy,despair,meh,joy,joy,despair,meh,despair,joy,joy,joy,meh,joy,despair,meh,despair,despair,joy,joy,meh,meh,despair,meh,despair,joy,despair,despair,meh,joy,meh,joy,despair,joy,joy,despair,despair,joy,White and gold,Sunday
907,No,female,27,usa,new york,meh,joy,joy,meh,meh,meh,despair,despair,despair,meh,despair,joy,despair,meh,joy,joy,meh,meh,meh,despair,despair,joy,joy,joy,meh,despair,meh,joy,meh,joy,joy,joy,meh,joy,joy,joy,despair,joy,joy,meh,joy,joy,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,joy,joy,meh,despair,joy,joy,joy,despair,despair,meh,meh,joy,joy,meh,joy,meh,joy,joy,joy,joy,joy,meh,joy,joy,joy,meh,joy,joy,despair,joy,joy,despair,joy,joy,joy,meh,despair,despair,joy,Blue and black,Friday
908,No,male,31,usa,pennsylvania,meh,despair,joy,despair,despair,despair,despair,despair,despair,meh,meh,despair,despair,despair,joy,joy,despair,despair,despair,despair,despair,despair,joy,despair,despair,meh,despair,despair,despair,meh,despair,despair,meh,meh,joy,meh,despair,despair,meh,despair,despair,despair,despair,despair,joy,despair,despair,despair,despair,joy,meh,despair,despair,despair,meh,joy,joy,joy,joy,joy,joy,joy,joy,meh,despair,despair,meh,despair,despair,meh,despair,despair,despair,despair,despair,joy,despair,despair,despair,despair,despair,despair,despair,joy,despair,despair,despair,despair,despair,despair,joy,despair,despair,meh,despair,despair,joy,despair,despair,meh,despair,despair,despair,White and gold,Friday
909,No,female,43,usa,colorado,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
910,No,male,32,usa,gloucester,joy,despair,joy,despair,despair,despair,meh,despair,despair,joy,meh,meh,despair,joy,joy,despair,despair,meh,despair,despair,despair,joy,joy,despair,despair,meh,despair,despair,despair,meh,joy,despair,joy,joy,joy,joy,despair,joy,joy,despair,despair,despair,despair,despair,joy,joy,joy,meh,despair,joy,joy,meh,despair,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,meh,meh,despair,joy,despair,joy,joy,joy,meh,despair,meh,despair,joy,joy,despair,joy,despair,joy,despair,despair,joy,meh,despair,joy,joy,joy,despair,meh,meh,despair,meh,joy,meh,joy,despair,despair,meh,despair,despair,despair,White and gold,Friday
911,No,male,54,usa,georgia,meh,despair,joy,despair,meh,meh,joy,despair,despair,meh,joy,despair,despair,meh,joy,joy,despair,meh,meh,despair,despair,meh,joy,despair,despair,despair,joy,meh,despair,joy,meh,despair,joy,joy,meh,meh,despair,meh,joy,despair,joy,despair,despair,joy,joy,meh,joy,joy,despair,joy,meh,joy,despair,meh,despair,meh,joy,meh,meh,joy,joy,meh,despair,joy,meh,joy,joy,joy,meh,joy,meh,despair,despair,meh,despair,joy,joy,despair,meh,despair,meh,joy,meh,joy,meh,despair,meh,joy,meh,despair,meh,meh,meh,joy,joy,despair,joy,despair,despair,joy,despair,despair,joy,White and gold,Friday
912,Yes,male,45,usa,michigan,joy,despair,joy,despair,despair,meh,meh,despair,despair,despair,despair,despair,meh,joy,joy,joy,despair,meh,despair,despair,despair,despair,meh,despair,despair,meh,meh,despair,despair,joy,meh,despair,meh,despair,joy,joy,despair,meh,joy,despair,despair,despair,despair,despair,joy,despair,joy,joy,despair,joy,meh,meh,despair,despair,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,meh,joy,despair,joy,joy,despair,despair,despair,meh,despair,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,despair,meh,joy,despair,despair,despair,meh,despair,joy,joy,meh,joy,joy,joy,joy,despair,despair,despair,Blue and black,Friday
913,No,male,15,usa,illinois,meh,despair,joy,meh,meh,meh,meh,despair,meh,joy,joy,despair,despair,despair,joy,meh,meh,meh,joy,meh,despair,joy,joy,despair,despair,joy,despair,meh,meh,meh,meh,despair,joy,joy,joy,joy,despair,meh,joy,despair,meh,meh,despair,despair,joy,joy,joy,joy,despair,joy,meh,joy,despair,joy,meh,meh,meh,joy,joy,joy,joy,joy,despair,joy,joy,meh,joy,joy,meh,joy,meh,joy,despair,meh,despair,joy,joy,despair,joy,meh,joy,joy,meh,joy,joy,despair,joy,meh,joy,meh,despair,meh,meh,joy,joy,joy,joy,despair,despair,despair,meh,meh,joy,Blue and black,Friday
914,No,female,38,canada,ontario,joy,despair,joy,meh,meh,meh,meh,meh,despair,joy,meh,joy,meh,joy,joy,joy,meh,joy,meh,despair,meh,meh,meh,joy,joy,meh,joy,meh,meh,joy,meh,meh,joy,meh,meh,meh,joy,despair,joy,meh,meh,meh,despair,meh,joy,joy,meh,meh,despair,joy,meh,meh,meh,meh,meh,joy,meh,meh,despair,despair,meh,meh,joy,despair,despair,despair,joy,despair,joy,joy,joy,meh,joy,joy,meh,joy,joy,meh,joy,meh,joy,joy,meh,joy,joy,meh,joy,meh,despair,meh,joy,meh,joy,joy,joy,despair,joy,meh,joy,joy,despair,meh,joy,Blue and black,Friday
915,No,male,60,usa,arizona,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
916,No,i'd rather not say,45,usa,illinois,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
917,No,male,43,canada,ontario,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
918,No,female,32,usa,california,meh,despair,meh,despair,despair,despair,despair,despair,despair,joy,meh,meh,despair,despair,meh,meh,joy,despair,despair,despair,despair,joy,meh,meh,despair,despair,despair,despair,despair,joy,meh,despair,joy,meh,meh,despair,meh,despair,despair,despair,joy,despair,despair,despair,joy,joy,meh,joy,despair,meh,despair,meh,despair,joy,joy,meh,meh,despair,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,despair,meh,meh,meh,joy,despair,joy,meh,meh,joy,meh,despair,joy,meh,joy,meh,joy,despair,despair,meh,meh,despair,joy,meh,meh,meh,despair,despair,joy,Blue and black,Sunday
919,No,female,47,usa,minnesota,joy,joy,joy,despair,despair,despair,joy,despair,despair,joy,joy,meh,despair,joy,joy,joy,meh,despair,joy,joy,meh,joy,meh,meh,joy,meh,meh,joy,despair,joy,despair,despair,joy,meh,meh,meh,despair,despair,meh,joy,meh,meh,despair,joy,joy,meh,despair,meh,joy,meh,meh,joy,joy,joy,meh,joy,meh,meh,meh,meh,joy,meh,meh,joy,meh,meh,despair,meh,joy,meh,meh,joy,despair,meh,joy,joy,joy,meh,joy,despair,joy,meh,joy,joy,joy,joy,joy,meh,joy,meh,joy,despair,joy,joy,joy,despair,joy,joy,joy,joy,meh,despair,despair,White and gold,Sunday
920,No,female,41,usa,texas,joy,despair,joy,despair,despair,meh,meh,despair,despair,joy,joy,joy,despair,joy,joy,joy,despair,despair,despair,despair,despair,meh,joy,despair,despair,meh,despair,meh,despair,joy,despair,despair,joy,joy,joy,joy,despair,despair,joy,despair,meh,despair,despair,joy,joy,meh,joy,joy,joy,joy,meh,joy,despair,meh,meh,joy,joy,meh,joy,joy,despair,despair,despair,despair,meh,joy,meh,meh,joy,joy,joy,joy,despair,joy,despair,joy,meh,despair,joy,despair,joy,joy,despair,joy,joy,despair,joy,joy,joy,despair,despair,meh,meh,joy,joy,despair,joy,despair,despair,meh,despair,despair,joy,White and gold,Friday
921,No,male,50,canada,nova scotia,meh,joy,joy,despair,meh,despair,joy,despair,despair,joy,joy,joy,meh,despair,joy,joy,meh,meh,joy,despair,despair,despair,meh,joy,despair,despair,meh,joy,despair,despair,despair,despair,despair,meh,joy,joy,joy,despair,despair,despair,joy,meh,despair,meh,joy,meh,meh,joy,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,meh,meh,meh,meh,joy,despair,meh,despair,despair,despair,despair,joy,joy,meh,joy,meh,joy,joy,joy,joy,meh,despair,meh,meh,joy,meh,meh,meh,meh,joy,joy,meh,meh,meh,meh,meh,meh,despair,joy,White and gold,Sunday
922,Yes,female,11,usa,oregon,joy,meh,meh,meh,meh,meh,joy,meh,despair,meh,joy,joy,despair,despair,joy,meh,meh,meh,joy,despair,meh,joy,joy,joy,despair,meh,despair,joy,despair,despair,joy,despair,joy,joy,despair,despair,despair,despair,joy,meh,joy,meh,meh,joy,joy,joy,joy,despair,joy,despair,meh,despair,meh,joy,joy,despair,despair,despair,despair,despair,despair,despair,meh,despair,joy,despair,despair,despair,joy,joy,joy,joy,despair,joy,despair,despair,joy,meh,joy,despair,joy,joy,meh,despair,joy,meh,despair,joy,joy,despair,meh,joy,despair,joy,joy,despair,joy,despair,despair,joy,despair,despair,joy,Blue and black,Friday
923,Yes,female,28,usa,illinois,joy,meh,joy,meh,meh,meh,meh,meh,meh,joy,joy,despair,despair,joy,joy,joy,meh,meh,meh,despair,despair,joy,joy,meh,despair,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,joy,meh,meh,despair,despair,despair,despair,despair,meh,joy,joy,joy,meh,joy,meh,meh,meh,meh,joy,joy,meh,joy,meh,meh,meh,meh,meh,joy,meh,meh,meh,despair,joy,meh,joy,despair,despair,joy,despair,joy,meh,meh,joy,joy,joy,joy,despair,joy,joy,meh,joy,joy,joy,meh,joy,meh,despair,meh,joy,despair,joy,despair,joy,joy,despair,meh,despair,White and gold,Friday
924,No,female,37,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
925,No,male,34,usa,illinois,joy,meh,joy,meh,meh,meh,meh,despair,despair,joy,joy,joy,despair,meh,despair,joy,meh,despair,meh,meh,despair,meh,joy,meh,despair,meh,meh,despair,despair,meh,meh,despair,joy,joy,joy,joy,meh,meh,joy,meh,joy,meh,despair,joy,joy,meh,meh,meh,joy,joy,meh,joy,meh,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,despair,joy,joy,joy,joy,joy,joy,meh,despair,despair,meh,despair,joy,joy,meh,joy,meh,joy,meh,meh,joy,joy,meh,meh,meh,joy,meh,joy,despair,joy,joy,joy,despair,joy,joy,joy,joy,despair,despair,joy,White and gold,Friday
926,Yes,male,44,usa,wisconsin,joy,meh,joy,despair,despair,despair,meh,despair,despair,despair,despair,joy,despair,meh,joy,joy,joy,joy,meh,despair,despair,joy,joy,meh,joy,meh,meh,meh,meh,meh,meh,despair,joy,meh,joy,meh,joy,meh,joy,despair,despair,despair,despair,despair,meh,meh,meh,despair,despair,meh,meh,joy,despair,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,meh,despair,joy,joy,meh,meh,joy,meh,meh,despair,meh,despair,meh,meh,joy,joy,meh,joy,meh,meh,joy,meh,meh,joy,joy,joy,meh,joy,meh,despair,joy,joy,joy,joy,joy,joy,joy,despair,joy,despair,Blue and black,Friday
927,No,male,48,usa,pennsylvania,meh,meh,joy,despair,despair,despair,joy,despair,despair,meh,despair,meh,despair,meh,joy,meh,despair,joy,joy,despair,despair,meh,joy,despair,despair,joy,meh,meh,meh,joy,meh,joy,joy,joy,joy,joy,despair,meh,joy,despair,joy,despair,despair,joy,joy,joy,joy,meh,despair,joy,joy,joy,despair,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,despair,joy,despair,joy,joy,meh,meh,joy,joy,despair,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,joy,joy,joy,joy,joy,despair,meh,joy,joy,meh,joy,despair,despair,joy,despair,joy,joy,Blue and black,Sunday
928,No,female,35,usa,ohio,joy,meh,joy,despair,meh,joy,meh,joy,despair,joy,joy,despair,despair,joy,joy,joy,meh,despair,meh,despair,despair,meh,joy,despair,despair,joy,meh,despair,despair,joy,meh,meh,meh,meh,joy,joy,joy,meh,joy,despair,joy,meh,despair,joy,joy,meh,meh,joy,despair,joy,meh,meh,meh,meh,joy,joy,joy,joy,joy,joy,joy,meh,meh,meh,joy,joy,meh,despair,meh,joy,despair,despair,despair,despair,despair,joy,joy,meh,joy,despair,joy,meh,meh,joy,joy,meh,joy,meh,meh,meh,joy,joy,meh,joy,joy,meh,joy,meh,despair,joy,despair,despair,joy,White and gold,Friday
929,No,female,56,usa,tennessee,meh,joy,joy,meh,meh,meh,meh,joy,despair,joy,joy,joy,despair,meh,joy,joy,despair,joy,joy,despair,despair,joy,joy,joy,joy,meh,joy,joy,despair,meh,meh,joy,joy,joy,meh,joy,despair,despair,meh,despair,joy,joy,despair,despair,joy,meh,meh,joy,joy,meh,meh,meh,despair,meh,joy,meh,joy,joy,joy,joy,joy,joy,meh,meh,meh,joy,joy,joy,meh,joy,meh,meh,meh,despair,meh,joy,joy,meh,joy,despair,meh,joy,despair,joy,despair,despair,meh,joy,meh,despair,meh,meh,meh,joy,joy,joy,joy,despair,meh,meh,meh,meh,joy,White and gold,Friday
930,No,female,31,usa,oregon,despair,despair,joy,meh,meh,meh,despair,despair,despair,despair,meh,despair,despair,despair,joy,meh,meh,despair,despair,despair,despair,meh,joy,despair,despair,joy,despair,despair,despair,despair,despair,despair,despair,joy,joy,joy,despair,despair,meh,despair,joy,despair,despair,joy,joy,despair,despair,meh,despair,joy,despair,despair,despair,despair,despair,joy,joy,joy,joy,joy,joy,joy,joy,despair,joy,despair,despair,despair,meh,joy,despair,despair,despair,despair,despair,joy,joy,meh,meh,meh,despair,joy,joy,meh,despair,despair,despair,despair,joy,despair,despair,meh,despair,joy,joy,despair,meh,despair,despair,despair,despair,despair,joy,Blue and black,Sunday
931,No,male,41,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,joy,meh,meh,meh,meh,meh,meh,White and gold,Friday
932,No,male,52,usa,mississippi,joy,despair,joy,meh,despair,despair,despair,despair,despair,joy,despair,despair,despair,meh,joy,joy,meh,joy,meh,despair,despair,meh,meh,despair,despair,joy,joy,joy,meh,meh,meh,despair,joy,joy,meh,despair,despair,despair,joy,meh,despair,despair,despair,joy,joy,meh,joy,despair,despair,joy,meh,meh,meh,meh,despair,meh,despair,joy,despair,despair,despair,despair,meh,meh,despair,joy,joy,meh,meh,joy,joy,despair,despair,meh,despair,joy,despair,meh,meh,despair,despair,meh,meh,joy,despair,meh,joy,joy,despair,despair,joy,meh,despair,meh,joy,joy,joy,joy,joy,despair,despair,despair,joy,White and gold,Friday
933,No,female,50,usa,maine,meh,joy,joy,meh,meh,meh,joy,despair,despair,joy,meh,joy,meh,meh,joy,joy,meh,meh,meh,despair,meh,meh,meh,meh,despair,meh,despair,despair,despair,joy,despair,despair,joy,joy,meh,meh,despair,despair,joy,meh,joy,meh,despair,meh,joy,joy,meh,meh,meh,meh,despair,meh,meh,despair,joy,joy,joy,joy,joy,joy,joy,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,despair,joy,despair,joy,joy,meh,joy,despair,joy,joy,meh,joy,joy,despair,joy,joy,joy,meh,meh,meh,despair,joy,joy,meh,joy,despair,despair,joy,despair,despair,joy,White and gold,Sunday
934,No,female,12,usa,pennsylvania,joy,despair,joy,meh,despair,despair,meh,despair,despair,joy,joy,joy,meh,meh,joy,despair,meh,meh,meh,meh,despair,joy,joy,meh,despair,meh,meh,despair,despair,despair,meh,meh,joy,joy,joy,joy,meh,joy,joy,despair,joy,meh,joy,joy,joy,joy,joy,meh,despair,joy,meh,meh,meh,joy,meh,joy,joy,joy,joy,joy,joy,joy,despair,despair,joy,despair,meh,joy,joy,joy,despair,meh,meh,joy,despair,joy,joy,meh,joy,despair,joy,joy,joy,joy,joy,despair,joy,joy,joy,meh,meh,joy,despair,joy,joy,despair,joy,despair,despair,joy,despair,despair,joy,White and gold,Sunday
935,No,male,55,usa,washington,joy,meh,meh,despair,despair,despair,despair,despair,despair,joy,meh,meh,despair,joy,meh,despair,joy,despair,despair,despair,despair,despair,despair,despair,despair,despair,joy,joy,despair,despair,despair,despair,joy,joy,joy,meh,despair,despair,despair,despair,despair,despair,despair,despair,joy,despair,despair,despair,despair,joy,despair,meh,despair,despair,meh,meh,meh,joy,meh,meh,meh,despair,despair,despair,meh,despair,meh,despair,despair,meh,despair,despair,despair,despair,despair,meh,meh,despair,joy,despair,meh,despair,despair,meh,despair,despair,joy,meh,despair,despair,despair,despair,despair,meh,meh,despair,joy,despair,despair,despair,despair,despair,despair,White and gold,Friday
936,No,female,40,usa,oregon,joy,despair,joy,despair,meh,meh,despair,despair,despair,meh,joy,despair,despair,joy,joy,joy,despair,despair,meh,despair,despair,despair,joy,despair,despair,despair,meh,despair,despair,despair,despair,despair,meh,meh,joy,joy,despair,despair,despair,despair,meh,meh,despair,despair,joy,despair,despair,despair,despair,joy,despair,joy,meh,despair,meh,joy,joy,joy,joy,joy,joy,joy,despair,meh,meh,joy,meh,despair,meh,joy,despair,despair,despair,meh,despair,joy,joy,despair,joy,despair,meh,meh,joy,joy,despair,despair,meh,despair,despair,despair,meh,meh,despair,meh,joy,despair,joy,despair,joy,meh,despair,despair,joy,White and gold,Sunday
937,No,male,53,usa,massachusetts,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
938,No,other,37,usa,oregon,meh,joy,joy,despair,meh,meh,meh,despair,despair,joy,joy,joy,despair,joy,joy,meh,joy,meh,meh,joy,despair,joy,meh,despair,despair,despair,meh,joy,despair,joy,meh,meh,joy,despair,despair,despair,meh,meh,joy,despair,meh,despair,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,despair,meh,joy,joy,joy,joy,joy,joy,joy,despair,joy,despair,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,joy,meh,joy,meh,joy,joy,joy,meh,joy,despair,joy,meh,despair,despair,joy,White and gold,Friday
